emp_no,first_name,last_name,salary,title,dept_name
10909,Georgi,Atchley,80935,Senior Engineer,Development
10913,Narain,Thummel,62428,Staff,Finance
10920,Ronghao,Narahara,40000,Senior Staff,Human Resources
10921,Mara,Bahi,72601,Senior Engineer,Production
10924,Hironoby,Atchley,84783,Senior Staff,Sales
10926,Leni,Eppinger,43219,Senior Engineer,Customer Service
10927,Gal,Scallan,51819,Senior Staff,Marketing
10930,Arch,Minakawa,53785,Senior Engineer,Production
10932,Avishai,Picci,40000,Senior Engineer,Development
10936,Mountaz,Schicker,40000,Senior Staff,Human Resources
10942,Toshimitsu,Larfeldt,40000,Engineer,Development
10943,Berna,Skafidas,45890,Senior Engineer,Development
10944,Remko,Zyda,42872,Senior Engineer,Production
10947,Gor,Usery,43068,Senior Staff,Customer Service
10949,Shigeichiro,Wroclawski,58253,Senior Staff,Finance
10956,Arno,Picel,40000,Engineer,Production
10965,Eckart,Braunschweig,61654,Senior Staff,Sales
10969,Premal,Noriega,40000,Senior Engineer,Development
10974,Muneo,Papsdorf,56005,Senior Engineer,Development
10986,Masako,Schiper,43900,Technique Leader,Development
10987,Flemming,Baezner,46108,Engineer,Development
10988,Chinya,Deyuan,54174,Senior Engineer,Development
10989,Sumali,Candan,46406,Senior Staff,Finance
10990,Shin,Foote,40000,Technique Leader,Development
10996,Matk,Rahimi,43564,Senior Staff,Sales
11004,JoAnna,Decleir,40226,Senior Engineer,Quality Management
11009,Alper,Axelband,75111,Senior Staff,Sales
11012,Taegyun,Speckmann,72092,Staff,Customer Service
11019,Leon,Huttel,69387,Senior Engineer,Development
11021,Srinidhi,Henders,62670,Staff,Research
11027,Remzi,Cappello,40000,Senior Engineer,Production
11031,Ottavia,Walstra,71654,Senior Staff,Marketing
11032,Erez,Schaaf,40000,Staff,Development
11037,Lansing,Maliniak,40000,Senior Engineer,Production
11038,Jinya,Beidas,44993,Senior Staff,Research
11042,Gou,Breugel,40000,Senior Engineer,Development
11048,Jaques,Demke,65697,Senior Staff,Sales
11050,Elvis,Katiyar,52251,Senior Staff,Marketing
11051,Przemyslawa,Erol,40000,Senior Engineer,Production
11056,Palash,Speel,79354,Staff,Sales
11061,Pintsang,Erni,81257,Senior Staff,Sales
11064,Shawna,Vieri,48411,Senior Engineer,Production
11066,Shaz,Langford,53496,Senior Staff,Finance
11070,Adib,Raney,40000,Senior Engineer,Quality Management
11071,Kwan,Sigstam,40000,Senior Engineer,Development
11075,Karsten,Belinskaya,76877,Senior Engineer,Production
11079,Piyush,Garigliano,46239,Senior Engineer,Development
11081,Barry,Boyle,65686,Senior Staff,Finance
11083,Shimshon,Ducloy,90972,Senior Staff,Human Resources
11084,Greger,Senzako,52121,Senior Engineer,Production
11085,Hailing,Thummel,66437,Senior Engineer,Production
11087,Changho,Jayawardene,78081,Senior Engineer,Production
11089,Conal,Henders,41004,Senior Staff,Sales
11091,Souichi,Ramsay,76253,Engineer,Production
11092,Narain,Stamatiou,78588,Staff,Marketing
11098,Arnd,Covnot,40000,Engineer,Development
11100,Berna,Cochrane,40000,Senior Staff,Research
11106,Aris,Iwayama,71446,Senior Engineer,Development
11111,Udi,Zastre,49777,Assistant Engineer,Production
11112,Boaz,Mukaidono,40000,Staff,Customer Service
11113,Shahab,Peng,66401,Senior Staff,Marketing
11121,Vugranam,Kakkad,40000,Senior Engineer,Development
11130,Xinyu,Menhoudj,43172,Senior Staff,Human Resources
11132,Kristin,Harnett,40000,Senior Engineer,Production
11133,Nalini,Azulay,40000,Technique Leader,Quality Management
11134,Sachar,Rajcani,58731,Senior Engineer,Quality Management
11137,Hugh,Luca,40000,Engineer,Development
11139,Bogdan,Homond,63596,Senior Staff,Customer Service
11143,Yongdong,Rosen,63264,Engineer,Development
11144,Carrsten,Heinisuo,56144,Senior Staff,Sales
11146,Ishfaq,Masand,96019,Senior Staff,Sales
11147,Ayonca,Nitsch,40000,Engineer,Development
11148,Zhanqiu,Botman,56344,Senior Staff,Human Resources
11158,Masaki,Hagimont,40000,Senior Engineer,Production
11162,Kauko,Narlikar,69873,Senior Engineer,Development
11168,Shmuel,Tetzlaff,72944,Senior Staff,Sales
11170,Minghong,Cannard,44531,Senior Engineer,Development
11174,Akhilish,Milicia,45806,Engineer,Production
11177,Chrisa,dAstous,40000,Senior Engineer,Development
11180,Mitsuyuki,Bojadziev,40000,Senior Engineer,Development
11181,Hausi,Cullers,40000,Engineer,Development
11185,Aloys,Baezner,40000,Senior Staff,Customer Service
11186,Kshitij,Stasinski,40000,Senior Engineer,Production
11189,Dante,Bodoff,71798,Senior Staff,Sales
11192,Apostol,Bahr,40000,Engineer,Quality Management
11197,Tadahiro,Fordan,88741,Senior Staff,Sales
11201,Jouko,Masaki,49454,Staff,Research
11204,Diederik,Covnot,40000,Technique Leader,Production
11207,Saeed,Gips,49728,Engineer,Development
11208,Saniya,Valtorta,83660,Technique Leader,Production
11211,Yurij,Rissland,72668,Senior Engineer,Production
11213,Vugranam,Munoz,40000,Technique Leader,Production
11217,Kellie,Mawatari,40000,Senior Engineer,Production
11229,Gretta,Ramamoorthy,48214,Senior Engineer,Quality Management
11232,Hidefumi,Crelier,43863,Senior Staff,Customer Service
11233,Sanjit,Waschkowski,46070,Senior Engineer,Development
11240,Kiam,Condotta,61739,Engineer,Development
11243,Udi,Desikan,47598,Assistant Engineer,Production
11249,Randi,Cyre,43324,Engineer,Development
11251,Bezalel,Chinal,69432,Senior Staff,Marketing
11253,Koldo,Pokrovskii,40000,Senior Engineer,Development
11254,Danel,Rindone,50562,Staff,Sales
11258,Aris,Maccarone,40000,Senior Staff,Customer Service
11266,Florina,Rohrbach,40000,Senior Engineer,Quality Management
11267,Shaunak,Zaumen,65990,Senior Engineer,Research
11268,Aimee,Petersohn,40000,Senior Engineer,Production
11274,Masanao,Nicolson,40000,Staff,Customer Service
11275,Hitomi,Eppinger,58382,Senior Engineer,Development
11289,Chuanti,Cherinka,40000,Senior Engineer,Development
11290,Visit,Dredge,65034,Engineer,Development
11292,Souichi,Sichman,40000,Senior Engineer,Development
11294,Tru,Segond,43768,Senior Engineer,Development
11295,Abdelkader,Lanzelotte,66622,Senior Staff,Finance
11296,Hironobu,Kenevan,40000,Senior Engineer,Production
11301,Mingzeng,Oxenboll,40000,Senior Staff,Human Resources
11317,Shigeaki,Hagimont,40000,Senior Staff,Development
11319,Pranas,Marrakchi,40000,Assistant Engineer,Development
11320,Atilio,McAlpine,45118,Senior Staff,Marketing
11322,Nathalie,Pocchiola,43021,Senior Engineer,Quality Management
11324,Kauko,Billingsley,54288,Senior Engineer,Production
11325,Samphel,Rossi,62458,Engineer,Development
11326,Munenori,Plesums,40000,Senior Engineer,Development
11338,Kwangsub,Hanratty,82210,Senior Staff,Sales
11339,Flemming,Massonet,40000,Senior Engineer,Production
11340,Aris,Bala,48813,Senior Engineer,Production
11343,Susanne,Erez,43306,Senior Engineer,Development
11347,Anneli,Jonsson,41524,Senior Engineer,Development
11349,Yurii,Hammerschmidt,46356,Engineer,Production
11360,Fen,Schach,63466,Senior Staff,Sales
11365,Toshimi,Shinomoto,56463,Engineer,Production
11373,Yongmao,Keohane,45912,Senior Staff,Customer Service
11376,Valery,Suomi,46964,Senior Staff,Research
11380,Kenroku,Pelc,53345,Senior Engineer,Development
11385,Shiv,Ullian,40000,Engineer,Production
11386,Alselm,Assaf,47726,Senior Engineer,Quality Management
11393,Junsik,Junot,40000,Senior Engineer,Production
11396,Anneke,Servieres,48918,Engineer,Development
11398,Oscar,Peir,44625,Senior Staff,Finance
11401,Huan,Merey,52021,Staff,Sales
11404,Bedrich,Borovoy,42907,Technique Leader,Development
11406,Eberhardt,Gini,71834,Senior Staff,Research
11410,Gro,Vendrig,45665,Engineer,Development
11415,Sanjiv,Anido,40000,Engineer,Production
11417,Anneli,Cyne,74114,Technique Leader,Quality Management
11418,Satosi,Cooley,40000,Senior Staff,Marketing
11420,Tsutomu,Lalonde,40000,Senior Staff,Human Resources
11421,Josyula,Msuda,52416,Senior Engineer,Production
11423,Guangming,Kopetz,43947,Staff,Customer Service
11425,Renee,Crelier,40000,Senior Engineer,Development
11441,Marlo,Aingworth,67352,Senior Staff,Sales
11446,Naftali,Narahara,40000,Senior Engineer,Development
11449,Kotesh,Asser,61434,Senior Engineer,Production
11451,Eben,Rajaraman,61848,Senior Engineer,Production
11452,Shigehito,Luby,52083,Senior Staff,Customer Service
11459,Duke,Suomi,40000,Senior Staff,Human Resources
11460,Mana,Maraist,45712,Senior Engineer,Production
11469,Guttorm,Giaccio,44625,Senior Engineer,Production
11474,Gennady,Akazan,59016,Engineer,Production
11476,Manton,Yoshizawa,56449,Staff,Marketing
11479,Shridhar,Pleszkun,78157,Staff,Finance
11503,Nathan,Picht,56928,Senior Engineer,Development
11506,Rance,Picel,89747,Staff,Sales
11509,Aleksander,Feldhoffer,40000,Senior Engineer,Development
11513,Otmar,Mahnke,82525,Senior Staff,Finance
11515,Ulf,Basawa,70182,Staff,Sales
11518,Jinxi,Oxman,40000,Senior Staff,Human Resources
11519,Halsur,Chinen,61444,Senior Staff,Sales
11523,Yuguang,Pezzoli,64203,Engineer,Development
11524,Xiadong,Standera,41081,Senior Engineer,Development
11527,Alagu,Boyle,60212,Staff,Marketing
11528,Zito,Dolinsky,44026,Technique Leader,Production
11531,Radhika,Motley,53370,Technique Leader,Production
11533,Vitaly,Lorch,40000,Technique Leader,Development
11537,DAIDA,Pehl,96023,Senior Staff,Sales
11540,Chanjung,Portugali,70043,Senior Engineer,Production
11554,Subhash,Taubenfeld,46065,Staff,Marketing
11555,Kotesh,Perfilyeva,40000,Senior Staff,Human Resources
11567,Teiji,Mitzlaff,86261,Senior Staff,Sales
11568,Martins,Fujisaki,54673,Senior Engineer,Development
11573,Pranas,Hutton,46194,Senior Engineer,Development
11575,Godehard,Plotkin,50896,Engineer,Development
11577,Mayumi,Deyuan,40000,Senior Engineer,Quality Management
11581,Patricio,Rosenbaum,46950,Senior Engineer,Development
11587,Shem,Zambonelli,40000,Senior Engineer,Development
11589,Gina,Plessier,58444,Senior Engineer,Development
11595,Takanari,Kamber,68224,Senior Staff,Marketing
11596,Yannik,Gunderson,54076,Staff,Finance
11602,Somnath,Malabarba,58575,Senior Staff,Marketing
11603,Herb,Swen,69180,Senior Staff,Finance
11606,Perry,Pepe,40000,Senior Staff,Customer Service
11607,Tomokazu,Foong,49584,Engineer,Production
11615,Shem,Isaak,46591,Senior Staff,Sales
11616,Zhilian,Brendel,41900,Engineer,Production
11624,Adil,Gammage,42001,Senior Engineer,Production
11628,Fan,Malinowski,43966,Senior Engineer,Research
11640,Valeri,Coorg,52520,Senior Engineer,Development
11641,Chikako,Rothenberg,53327,Senior Engineer,Development
11644,Sanjit,Zaiane,80722,Assistant Engineer,Production
11646,Lobel,Rubsam,55411,Engineer,Development
11647,Magy,Nitsche,40000,Senior Engineer,Development
11649,Shen,Bernardinello,40000,Technique Leader,Research
11660,Gill,Stenning,65758,Senior Staff,Sales
11664,Oksana,Brizzi,70380,Senior Staff,Sales
11667,Kristian,Marchegay,79814,Senior Staff,Marketing
11673,Henk,Felder,40000,Technique Leader,Production
11676,Valeri,Ferriere,43310,Engineer,Production
11681,Fumitake,Benzmuller,40000,Senior Engineer,Production
11684,Oksana,Gide,68753,Senior Staff,Marketing
11690,Domenick,Raczkowsky,44420,Staff,Human Resources
11693,Hideo,Coorg,70403,Senior Engineer,Development
11696,Dante,Rothe,51633,Senior Staff,Sales
11713,Danel,Heusch,53387,Senior Engineer,Quality Management
11732,Sanjoy,Ranft,40000,Senior Engineer,Customer Service
11733,Leszek,Sudbeck,46092,Senior Engineer,Development
11735,Amalendu,Picci,40000,Senior Staff,Customer Service
11736,Shugo,Uchoa,44127,Senior Engineer,Production
11737,Martina,Garnier,48832,Assistant Engineer,Quality Management
11746,Koichi,Marrakchi,55951,Senior Staff,Sales
11748,Lihong,Massonet,54491,Engineer,Development
11751,Jiafu,Emiris,40000,Senior Staff,Research
11756,Abdelwaheb,Vakili,59493,Engineer,Development
11763,Yuriy,Liesche,40000,Engineer,Development
11764,Sanjay,Anick,64875,Senior Engineer,Production
11765,Zorica,Junet,40000,Senior Staff,Human Resources
11769,Chandrasekaran,Lampe,40000,Senior Staff,Development
11770,Arumugam,Jakobus,40000,Senior Engineer,Development
11772,Gaurav,Penz,61295,Engineer,Development
11774,Aron,Wroclawski,40000,Engineer,Production
11778,Dhritiman,Fontan,40000,Senior Engineer,Production
11779,Shunichi,Thombley,40000,Staff,Research
11791,Gal,Mamelak,40000,Senior Engineer,Development
11797,Chenxi,Thambidurai,88050,Senior Staff,Marketing
11801,Tommaso,Dayang,67265,Senior Staff,Sales
11807,Chriss,Binding,40000,Technique Leader,Customer Service
11810,Amabile,Bhattacharjee,41256,Senior Engineer,Development
11811,Herb,Boissier,52695,Senior Staff,Sales
11817,Niranjan,Markovitch,50638,Senior Staff,Sales
11822,Sastry,Madeira,67396,Staff,Customer Service
11823,Weiyi,Iacovou,72637,Senior Engineer,Research
11829,Chaosheng,Pettis,40000,Assistant Engineer,Production
11832,Arto,Zlotek,40000,Engineer,Development
11836,Ortrud,Bakhtari,40000,Senior Staff,Research
11841,Elvia,Bugrara,90296,Staff,Customer Service
11842,Moto,Piazza,40000,Senior Staff,Research
11844,Shawna,Demeyer,78049,Senior Engineer,Development
11846,Fai,Perly,53448,Senior Engineer,Production
11853,Zeljko,Kusakabe,61941,Senior Staff,Marketing
11857,Divier,Farrag,94805,Senior Staff,Sales
11862,Alejandra,Deville,46011,Senior Engineer,Quality Management
11864,Pradeep,Kriebel,52517,Staff,Customer Service
11868,Kwee,Demke,48349,Engineer,Quality Management
11869,Fumino,Luca,62968,Engineer,Production
11871,Nalini,Sommen,67424,Senior Engineer,Development
11872,Cheong,Riexinger,43159,Senior Staff,Marketing
11876,Leszek,Kobuchi,45372,Senior Engineer,Development
11881,Arra,Staelin,76541,Senior Staff,Sales
11888,Badri,Azulay,53720,Senior Staff,Marketing
11894,Mitchel,Validov,56198,Senior Engineer,Development
11896,Shaunak,Benzmuller,40000,Technique Leader,Production
11897,Cordelia,Setlzner,80049,Senior Staff,Sales
11906,Hideo,Boguraev,81324,Engineer,Development
11911,Ashish,Mondadori,40000,Senior Engineer,Development
11915,Miomir,Mawatari,58042,Senior Engineer,Production
11917,Jiakeng,VanScheik,40000,Engineer,Production
11926,Leni,Felcyn,41612,Engineer,Production
11931,Gunilla,Chiodo,73369,Senior Staff,Research
11933,Basil,Erman,56130,Senior Engineer,Development
11938,Aruna,Verspoor,40000,Staff,Production
11940,Ult,Anido,60193,Assistant Engineer,Development
11944,Along,Aumann,52061,Senior Engineer,Quality Management
11945,Limsoon,Marakhovsky,53056,Staff,Human Resources
11948,Yahiko,Nergos,49929,Senior Engineer,Customer Service
11949,Martijn,Harbusch,40000,Technique Leader,Production
11951,Bernt,Haumacher,40000,Senior Engineer,Development
11965,Arup,Morrey,57709,Engineer,Production
11972,Sibyl,Beausoleil,52908,Senior Staff,Marketing
11980,Yechezkel,Pews,58241,Staff,Sales
11983,Jaana,Hedayat,40000,Senior Engineer,Development
11989,Erzsebet,Peltason,40000,Technique Leader,Production
11993,Marit,Dalphin,56505,Senior Staff,Human Resources
11994,Sigeru,Fiebach,49761,Senior Staff,Marketing
12007,Marko,Dehkordi,40000,Senior Engineer,Development
12011,Zhilian,Coorg,85833,Senior Staff,Sales
12015,Kensei,Guenter,42853,Staff,Research
12021,Chikara,Rahimi,40000,Senior Engineer,Production
12023,Chuanyi,Eppinger,40000,Technique Leader,Quality Management
12024,Mayumi,Lanzelotte,65580,Staff,Human Resources
12028,Ingemar,Walstra,51314,Senior Engineer,Development
12030,Shuky,Cromarty,40000,Staff,Human Resources
12034,Aemilian,Piazza,40148,Staff,Sales
12036,Mads,Ratzlaff,67143,Senior Staff,Sales
12037,Arunas,Katzenelson,47805,Senior Staff,Customer Service
12040,Bluma,Kermarrec,64813,Senior Staff,Marketing
12043,Masaki,Lubachevsky,49009,Staff,Research
12044,Rance,Hemaspaandra,40000,Senior Engineer,Production
12047,Jordanka,Ligten,52051,Assistant Engineer,Quality Management
12050,Yuchang,Tchuente,46704,Engineer,Production
12053,Yechezkel,Pelc,48319,Senior Engineer,Production
12054,Odysseas,Braccini,67400,Staff,Sales
12060,Toshimi,Antonakopoulos,40000,Technique Leader,Quality Management
12062,Margareta,Worfolk,44199,Senior Staff,Human Resources
12063,Lein,Bale,56022,Senior Engineer,Production
12069,Ayonca,Burnard,51928,Senior Engineer,Development
12070,Ger,Shokrollahi,50233,Technique Leader,Development
12076,Karlis,Siprelle,75381,Senior Staff,Sales
12080,Panayotis,Feinberg,47946,Senior Staff,Sales
12082,Xinan,Yamaashi,72118,Senior Staff,Sales
12089,Bilhanan,Socorro,46288,Senior Staff,Human Resources
12090,Shigenori,Angelopoulos,46269,Engineer,Production
12091,Lansing,Cunliffe,40000,Senior Engineer,Quality Management
12092,Kauko,Unno,40000,Senior Staff,Research
